region	chr	midPos	Nsites
(3768,4267)(3800,4299)(3800,4300)	scaffold_100	4050	501	0.039609
(3868,4367)(3900,4399)(3900,4400)	scaffold_100	4150	501	0.039288
(3968,4467)(4000,4499)(4000,4500)	scaffold_100	4250	501	0.039351
(4068,4567)(4100,4599)(4100,4600)	scaffold_100	4350	501	0.038076
(4168,4667)(4200,4699)(4200,4700)	scaffold_100	4450	501	0.037096
(4268,4767)(4300,4799)(4300,4800)	scaffold_100	4550	501	0.038059
(4368,4867)(4400,4899)(4400,4900)	scaffold_100	4650	501	0.036488
(4468,4967)(4500,4999)(4500,5000)	scaffold_100	4750	501	0.038146
(4568,5067)(4600,5099)(4600,5100)	scaffold_100	4850	501	0.038145
(4668,5167)(4700,5199)(4700,5200)	scaffold_100	4950	501	0.038567
(4768,5267)(4800,5299)(4800,5300)	scaffold_100	5050	501	0.038026
(4868,5367)(4900,5399)(4900,5400)	scaffold_100	5150	501	0.040739
(4968,5467)(5000,5499)(5000,5500)	scaffold_100	5250	501	0.039921
(5068,5567)(5100,5599)(5100,5600)	scaffold_100	5350	501	0.042087
(5168,5667)(5200,5699)(5200,5700)	scaffold_100	5450	501	0.042952
(5268,5767)(5300,5799)(5300,5800)	scaffold_100	5550	501	0.041848
(5368,5867)(5400,5899)(5400,5900)	scaffold_100	5650	501	0.042657
(5468,5967)(5500,5999)(5500,6000)	scaffold_100	5750	501	0.042006
(5568,6067)(5600,6099)(5600,6100)	scaffold_100	5850	501	0.041374
(5668,6167)(5700,6199)(5700,6200)	scaffold_100	5950	501	0.041077
(5768,6267)(5800,6299)(5800,6300)	scaffold_100	6050	501	0.039844
(5868,6367)(5900,6399)(5900,6400)	scaffold_100	6150	501	0.037804
(5968,6467)(6000,6499)(6000,6500)	scaffold_100	6250	501	0.037458
(6068,6567)(6100,6599)(6100,6600)	scaffold_100	6350	501	0.032838
(6168,6667)(6200,6699)(6200,6700)	scaffold_100	6450	501	0.033120
(6268,6767)(6300,6799)(6300,6800)	scaffold_100	6550	501	0.034028
(6368,6867)(6400,6899)(6400,6900)	scaffold_100	6650	501	0.035145
(6468,6967)(6500,6999)(6500,7000)	scaffold_100	6750	501	0.035029
(6568,7067)(6600,7099)(6600,7100)	scaffold_100	6850	501	0.040551
(6668,7167)(6700,7199)(6700,7200)	scaffold_100	6950	501	0.041684
(6768,7267)(6800,7299)(6800,7300)	scaffold_100	7050	501	0.040826
(6868,7367)(6900,7399)(6900,7400)	scaffold_100	7150	501	0.040346
(6968,7467)(7000,7499)(7000,7500)	scaffold_100	7250	501	0.039807
(7068,7567)(7100,7599)(7100,7600)	scaffold_100	7350	501	0.039527
(7168,7667)(7200,7699)(7200,7700)	scaffold_100	7450	501	0.037970
(7268,7767)(7300,7799)(7300,7800)	scaffold_100	7550	501	0.038607
(7368,7867)(7400,7899)(7400,7900)	scaffold_100	7650	501	0.039220
(7468,7967)(7500,7999)(7500,8000)	scaffold_100	7750	501	0.039198
(7568,8067)(7600,8099)(7600,8100)	scaffold_100	7850	501	0.037035
(7668,8167)(7700,8199)(7700,8200)	scaffold_100	7950	501	0.038026
(7768,8267)(7800,8299)(7800,8300)	scaffold_100	8050	501	0.040240
(7868,8367)(7900,8399)(7900,8400)	scaffold_100	8150	501	0.039820
(7968,8467)(8000,8499)(8000,8500)	scaffold_100	8250	501	0.041763
(8068,8567)(8100,8599)(8100,8600)	scaffold_100	8350	501	0.042395
(8168,8667)(8200,8699)(8200,8700)	scaffold_100	8450	501	0.042052
(8268,8767)(8300,8799)(8300,8800)	scaffold_100	8550	501	0.044336
(8368,8867)(8400,8899)(8400,8900)	scaffold_100	8650	501	0.043541
(8468,8967)(8500,8999)(8500,9000)	scaffold_100	8750	501	0.044373
(8568,9067)(8600,9099)(8600,9100)	scaffold_100	8850	501	0.042720
(8668,9167)(8700,9199)(8700,9200)	scaffold_100	8950	501	0.041179
(8768,9267)(8800,9299)(8800,9300)	scaffold_100	9050	501	0.037265
(8868,9367)(8900,9399)(8900,9400)	scaffold_100	9150	501	0.039002
(8968,9467)(9000,9499)(9000,9500)	scaffold_100	9250	501	0.035164
(9068,9567)(9100,9599)(9100,9600)	scaffold_100	9350	501	0.038642
(9168,9667)(9200,9699)(9200,9700)	scaffold_100	9450	501	0.040571
(9268,9767)(9300,9799)(9300,9800)	scaffold_100	9550	501	0.041784
(9368,9867)(9400,9899)(9400,9900)	scaffold_100	9650	501	0.040669
(9468,9964)(9500,9999)(9500,10000)	scaffold_100	9750	498	0.043285
(9568,10064)(9600,10099)(9600,10100)	scaffold_100	9850	498	0.042155
(52,551)(100,599)(100,600)	scaffold_101	350	501	0.038384
(152,651)(200,699)(200,700)	scaffold_101	450	501	0.037821
(252,751)(300,799)(300,800)	scaffold_101	550	501	0.037938
(352,851)(400,899)(400,900)	scaffold_101	650	501	0.036328
(452,951)(500,999)(500,1000)	scaffold_101	750	501	0.038013
(552,1051)(600,1099)(600,1100)	scaffold_101	850	501	0.040112
(652,1151)(700,1199)(700,1200)	scaffold_101	950	501	0.040740
(752,1251)(800,1299)(800,1300)	scaffold_101	1050	501	0.043462
(852,1351)(900,1399)(900,1400)	scaffold_101	1150	501	0.046215
(952,1451)(1000,1499)(1000,1500)	scaffold_101	1250	501	0.045404
(1052,1551)(1100,1599)(1100,1600)	scaffold_101	1350	501	0.044450
(1152,1651)(1200,1699)(1200,1700)	scaffold_101	1450	501	0.045258
(1252,1751)(1300,1799)(1300,1800)	scaffold_101	1550	501	0.047459
(1352,1851)(1400,1899)(1400,1900)	scaffold_101	1650	501	0.044196
(1452,1951)(1500,1999)(1500,2000)	scaffold_101	1750	501	0.042569
(1552,2051)(1600,2099)(1600,2100)	scaffold_101	1850	501	0.042669
(1652,2151)(1700,2199)(1700,2200)	scaffold_101	1950	501	0.039617
(1752,2251)(1800,2299)(1800,2300)	scaffold_101	2050	501	0.033756
(1852,2351)(1900,2399)(1900,2400)	scaffold_101	2150	501	0.035364
(1952,2451)(2000,2499)(2000,2500)	scaffold_101	2250	501	0.036074
(2052,2551)(2100,2599)(2100,2600)	scaffold_101	2350	501	0.036909
(2152,2651)(2200,2699)(2200,2700)	scaffold_101	2450	501	0.036201
(2252,2751)(2300,2799)(2300,2800)	scaffold_101	2550	501	0.036799
(2352,2851)(2400,2899)(2400,2900)	scaffold_101	2650	501	0.037101
(2452,2951)(2500,2999)(2500,3000)	scaffold_101	2750	501	0.040013
(2552,3051)(2600,3099)(2600,3100)	scaffold_101	2850	501	0.039449
(2652,3151)(2700,3199)(2700,3200)	scaffold_101	2950	501	0.042105
(2752,3251)(2800,3299)(2800,3300)	scaffold_101	3050	501	0.043503
(2852,3351)(2900,3399)(2900,3400)	scaffold_101	3150	501	0.042594
(2952,3451)(3000,3499)(3000,3500)	scaffold_101	3250	501	0.040328
(3052,3551)(3100,3599)(3100,3600)	scaffold_101	3350	501	0.038763
(3152,3651)(3200,3699)(3200,3700)	scaffold_101	3450	501	0.041035
(3252,3751)(3300,3799)(3300,3800)	scaffold_101	3550	501	0.037491
(3352,3851)(3400,3899)(3400,3900)	scaffold_101	3650	501	0.038127
(3452,3951)(3500,3999)(3500,4000)	scaffold_101	3750	501	0.038610
(3552,4051)(3600,4099)(3600,4100)	scaffold_101	3850	501	0.041198
(3652,4151)(3700,4199)(3700,4200)	scaffold_101	3950	501	0.040466
(3752,4251)(3800,4299)(3800,4300)	scaffold_101	4050	501	0.042632
(3852,4351)(3900,4399)(3900,4400)	scaffold_101	4150	501	0.042372
(3952,4451)(4000,4499)(4000,4500)	scaffold_101	4250	501	0.042139
(4052,4551)(4100,4599)(4100,4600)	scaffold_101	4350	501	0.039322
(4152,4651)(4200,4699)(4200,4700)	scaffold_101	4450	501	0.038087
(4252,4751)(4300,4799)(4300,4800)	scaffold_101	4550	501	0.038666
(4352,4851)(4400,4899)(4400,4900)	scaffold_101	4650	501	0.039460
(4452,4951)(4500,4999)(4500,5000)	scaffold_101	4750	501	0.040501
(4552,5051)(4600,5099)(4600,5100)	scaffold_101	4850	501	0.043240
(4652,5151)(4700,5199)(4700,5200)	scaffold_101	4950	501	0.043676
(4752,5251)(4800,5299)(4800,5300)	scaffold_101	5050	501	0.044719
(4852,5351)(4900,5399)(4900,5400)	scaffold_101	5150	501	0.043129
(4952,5451)(5000,5499)(5000,5500)	scaffold_101	5250	501	0.042162
(5052,5551)(5100,5599)(5100,5600)	scaffold_101	5350	501	0.040808
(5152,5651)(5200,5699)(5200,5700)	scaffold_101	5450	501	0.040295
(5252,5751)(5300,5799)(5300,5800)	scaffold_101	5550	501	0.040131
(5352,5851)(5400,5899)(5400,5900)	scaffold_101	5650	501	0.042210
(5452,5951)(5500,5999)(5500,6000)	scaffold_101	5750	501	0.042647
(5552,6051)(5600,6099)(5600,6100)	scaffold_101	5850	501	0.043121
(5652,6151)(5700,6199)(5700,6200)	scaffold_101	5950	501	0.043368
(5752,6251)(5800,6299)(5800,6300)	scaffold_101	6050	501	0.042959
(5852,6351)(5900,6399)(5900,6400)	scaffold_101	6150	501	0.040259
(5952,6451)(6000,6499)(6000,6500)	scaffold_101	6250	501	0.039627
(6052,6551)(6100,6599)(6100,6600)	scaffold_101	6350	501	0.037851
(6152,6651)(6200,6699)(6200,6700)	scaffold_101	6450	501	0.036416
(6252,6751)(6300,6799)(6300,6800)	scaffold_101	6550	501	0.035595
(6352,6851)(6400,6899)(6400,6900)	scaffold_101	6650	501	0.037937
(6452,6951)(6500,6999)(6500,7000)	scaffold_101	6750	501	0.040109
(6552,7051)(6600,7099)(6600,7100)	scaffold_101	6850	501	0.044411
(6652,7151)(6700,7199)(6700,7200)	scaffold_101	6950	501	0.043935
(6752,7251)(6800,7299)(6800,7300)	scaffold_101	7050	501	0.045642
(6852,7351)(6900,7399)(6900,7400)	scaffold_101	7150	501	0.044930
(6952,7451)(7000,7499)(7000,7500)	scaffold_101	7250	501	0.040134
(7052,7551)(7100,7599)(7100,7600)	scaffold_101	7350	501	0.035674
(7152,7651)(7200,7699)(7200,7700)	scaffold_101	7450	501	0.037800
(7252,7751)(7300,7799)(7300,7800)	scaffold_101	7550	501	0.036559
(7352,7851)(7400,7899)(7400,7900)	scaffold_101	7650	501	0.037377
(7452,7951)(7500,7999)(7500,8000)	scaffold_101	7750	501	0.039257
(7552,8051)(7600,8099)(7600,8100)	scaffold_101	7850	501	0.040530
(7652,8151)(7700,8199)(7700,8200)	scaffold_101	7950	501	0.040500
(7752,8251)(7800,8299)(7800,8300)	scaffold_101	8050	501	0.042130
(7852,8351)(7900,8399)(7900,8400)	scaffold_101	8150	501	0.041627
(7952,8451)(8000,8499)(8000,8500)	scaffold_101	8250	501	0.038884
(8052,8551)(8100,8599)(8100,8600)	scaffold_101	8350	501	0.037052
(8152,8651)(8200,8699)(8200,8700)	scaffold_101	8450	501	0.036804
(8252,8751)(8300,8799)(8300,8800)	scaffold_101	8550	501	0.037137
(8352,8851)(8400,8899)(8400,8900)	scaffold_101	8650	501	0.036813
(8452,8951)(8500,8999)(8500,9000)	scaffold_101	8750	501	0.038994
(8552,9051)(8600,9099)(8600,9100)	scaffold_101	8850	501	0.041572
(8652,9151)(8700,9199)(8700,9200)	scaffold_101	8950	501	0.042360
(8752,9251)(8800,9299)(8800,9300)	scaffold_101	9050	501	0.039032
(8852,9351)(8900,9399)(8900,9400)	scaffold_101	9150	501	0.039234
(8952,9451)(9000,9499)(9000,9500)	scaffold_101	9250	501	0.039431
(9052,9551)(9100,9599)(9100,9600)	scaffold_101	9350	501	0.037632
(9152,9651)(9200,9699)(9200,9700)	scaffold_101	9450	501	0.036435
(9252,9751)(9300,9799)(9300,9800)	scaffold_101	9550	501	0.035373
(9352,9851)(9400,9899)(9400,9900)	scaffold_101	9650	501	0.035193
(29,528)(200,699)(200,700)	scaffold_102	450	501	0.045047
(129,628)(300,799)(300,800)	scaffold_102	550	501	0.043707
(229,728)(400,899)(400,900)	scaffold_102	650	501	0.044263
(329,828)(500,999)(500,1000)	scaffold_102	750	501	0.042191
(429,928)(600,1099)(600,1100)	scaffold_102	850	501	0.038865
(529,1028)(700,1199)(700,1200)	scaffold_102	950	501	0.040254
(629,1128)(800,1299)(800,1300)	scaffold_102	1050	501	0.041151
(729,1228)(900,1399)(900,1400)	scaffold_102	1150	501	0.040117
(829,1328)(1000,1499)(1000,1500)	scaffold_102	1250	501	0.041025
(929,1428)(1100,1599)(1100,1600)	scaffold_102	1350	501	0.042131
(1029,1528)(1200,1699)(1200,1700)	scaffold_102	1450	501	0.039740
(1129,1628)(1300,1799)(1300,1800)	scaffold_102	1550	501	0.041371
(1229,1728)(1400,1899)(1400,1900)	scaffold_102	1650	501	0.043637
(1329,1828)(1500,1999)(1500,2000)	scaffold_102	1750	501	0.044085
(1429,1928)(1600,2099)(1600,2100)	scaffold_102	1850	501	0.042882
(1529,2028)(1700,2199)(1700,2200)	scaffold_102	1950	501	0.044393
(1629,2128)(1800,2299)(1800,2300)	scaffold_102	2050	501	0.042376
(1729,2228)(1900,2399)(1900,2400)	scaffold_102	2150	501	0.040638
(1829,2328)(2000,2499)(2000,2500)	scaffold_102	2250	501	0.039976
(1929,2428)(2100,2599)(2100,2600)	scaffold_102	2350	501	0.036583
(2029,2528)(2200,2699)(2200,2700)	scaffold_102	2450	501	0.035292
(2129,2628)(2300,2799)(2300,2800)	scaffold_102	2550	501	0.035428
(2229,2728)(2400,2899)(2400,2900)	scaffold_102	2650	501	0.035549
(2329,2828)(2500,2999)(2500,3000)	scaffold_102	2750	501	0.036664
(2429,2928)(2600,3099)(2600,3100)	scaffold_102	2850	501	0.041901
(2529,3028)(2700,3199)(2700,3200)	scaffold_102	2950	501	0.043201
(2629,3128)(2800,3299)(2800,3300)	scaffold_102	3050	501	0.043529
(2729,3228)(2900,3399)(2900,3400)	scaffold_102	3150	501	0.041628
(2829,3328)(3000,3499)(3000,3500)	scaffold_102	3250	501	0.042061
(2929,3428)(3100,3599)(3100,3600)	scaffold_102	3350	501	0.040011
(3029,3528)(3200,3699)(3200,3700)	scaffold_102	3450	501	0.036789
(3129,3628)(3300,3799)(3300,3800)	scaffold_102	3550	501	0.037810
(3229,3728)(3400,3899)(3400,3900)	scaffold_102	3650	501	0.037273
(3329,3828)(3500,3999)(3500,4000)	scaffold_102	3750	501	0.036939
(3429,3928)(3600,4099)(3600,4100)	scaffold_102	3850	501	0.036130
(3529,4028)(3700,4199)(3700,4200)	scaffold_102	3950	501	0.040231
(3629,4128)(3800,4299)(3800,4300)	scaffold_102	4050	501	0.037647
(3729,4228)(3900,4399)(3900,4400)	scaffold_102	4150	501	0.039514
(3829,4328)(4000,4499)(4000,4500)	scaffold_102	4250	501	0.039420
(3929,4428)(4100,4599)(4100,4600)	scaffold_102	4350	501	0.041018
(4029,4528)(4200,4699)(4200,4700)	scaffold_102	4450	501	0.039727
(4129,4628)(4300,4799)(4300,4800)	scaffold_102	4550	501	0.041640
(4229,4728)(4400,4899)(4400,4900)	scaffold_102	4650	501	0.043157
(4329,4828)(4500,4999)(4500,5000)	scaffold_102	4750	501	0.044103
(4429,4928)(4600,5099)(4600,5100)	scaffold_102	4850	501	0.041645
(4529,5028)(4700,5199)(4700,5200)	scaffold_102	4950	501	0.042159
(4629,5128)(4800,5299)(4800,5300)	scaffold_102	5050	501	0.040255
(4729,5228)(4900,5399)(4900,5400)	scaffold_102	5150	501	0.037836
(4829,5328)(5000,5499)(5000,5500)	scaffold_102	5250	501	0.035778
(4929,5428)(5100,5599)(5100,5600)	scaffold_102	5350	501	0.039033
(5029,5528)(5200,5699)(5200,5700)	scaffold_102	5450	501	0.036364
(5129,5628)(5300,5799)(5300,5800)	scaffold_102	5550	501	0.035772
(5229,5728)(5400,5899)(5400,5900)	scaffold_102	5650	501	0.037687
(5329,5828)(5500,5999)(5500,6000)	scaffold_102	5750	501	0.039090
(5429,5928)(5600,6099)(5600,6100)	scaffold_102	5850	501	0.038150
(5529,6028)(5700,6199)(5700,6200)	scaffold_102	5950	501	0.042173
(5629,6128)(5800,6299)(5800,6300)	scaffold_102	6050	501	0.042724
(5729,6228)(5900,6399)(5900,6400)	scaffold_102	6150	501	0.042949
(5829,6328)(6000,6499)(6000,6500)	scaffold_102	6250	501	0.040712
(5929,6428)(6100,6599)(6100,6600)	scaffold_102	6350	501	0.037747
(6029,6528)(6200,6699)(6200,6700)	scaffold_102	6450	501	0.038160
(6129,6628)(6300,6799)(6300,6800)	scaffold_102	6550	501	0.042823
(6229,6728)(6400,6899)(6400,6900)	scaffold_102	6650	501	0.042421
(6329,6828)(6500,6999)(6500,7000)	scaffold_102	6750	501	0.042447
(6429,6928)(6600,7099)(6600,7100)	scaffold_102	6850	501	0.044727
(6529,7028)(6700,7199)(6700,7200)	scaffold_102	6950	501	0.040407
(6629,7128)(6800,7299)(6800,7300)	scaffold_102	7050	501	0.036978
(6729,7228)(6900,7399)(6900,7400)	scaffold_102	7150	501	0.032964
(6829,7322)(7000,7499)(7000,7500)	scaffold_102	7250	495	0.033131
(6929,7422)(7100,7599)(7100,7600)	scaffold_102	7350	495	0.033974
(7029,7522)(7200,7699)(7200,7700)	scaffold_102	7450	495	0.035445
(7129,7622)(7300,7799)(7300,7800)	scaffold_102	7550	495	0.035072
(7229,7722)(7400,7899)(7400,7900)	scaffold_102	7650	495	0.039515
(7323,7822)(7500,7999)(7500,8000)	scaffold_102	7750	501	0.041711
(7423,7922)(7600,8099)(7600,8100)	scaffold_102	7850	501	0.040507
(7523,8022)(7700,8199)(7700,8200)	scaffold_102	7950	501	0.040808
(7623,8122)(7800,8299)(7800,8300)	scaffold_102	8050	501	0.040716
(7723,8222)(7900,8399)(7900,8400)	scaffold_102	8150	501	0.039706
(7823,8322)(8000,8499)(8000,8500)	scaffold_102	8250	501	0.038514
(7923,8422)(8100,8599)(8100,8600)	scaffold_102	8350	501	0.041375
(8023,8522)(8200,8699)(8200,8700)	scaffold_102	8450	501	0.041522
(8123,8622)(8300,8799)(8300,8800)	scaffold_102	8550	501	0.042351
(8223,8722)(8400,8899)(8400,8900)	scaffold_102	8650	501	0.044181
(8323,8822)(8500,8999)(8500,9000)	scaffold_102	8750	501	0.041329
(8423,8922)(8600,9099)(8600,9100)	scaffold_102	8850	501	0.039983
(8523,9022)(8700,9199)(8700,9200)	scaffold_102	8950	501	0.040146
(8623,9122)(8800,9299)(8800,9300)	scaffold_102	9050	501	0.039504
(8723,9222)(8900,9399)(8900,9400)	scaffold_102	9150	501	0.038240
(8823,9322)(9000,9499)(9000,9500)	scaffold_102	9250	501	0.039074
(8923,9422)(9100,9599)(9100,9600)	scaffold_102	9350	501	0.038407
(9023,9522)(9200,9699)(9200,9700)	scaffold_102	9450	501	0.037588
(9123,9622)(9300,9799)(9300,9800)	scaffold_102	9550	501	0.039212
(77,540)(100,599)(100,600)	scaffold_103	350	465	0.041618
(177,640)(200,699)(200,700)	scaffold_103	450	465	0.041523
(241,740)(300,799)(300,800)	scaffold_103	550	501	0.043607
(341,840)(400,899)(400,900)	scaffold_103	650	501	0.041252
(441,940)(500,999)(500,1000)	scaffold_103	750	501	0.040184
(541,1040)(600,1099)(600,1100)	scaffold_103	850	501	0.041988
(641,1140)(700,1199)(700,1200)	scaffold_103	950	501	0.040837
(741,1240)(800,1299)(800,1300)	scaffold_103	1050	501	0.038305
(841,1340)(900,1399)(900,1400)	scaffold_103	1150	501	0.037822
(941,1440)(1000,1499)(1000,1500)	scaffold_103	1250	501	0.038981
(1041,1540)(1100,1599)(1100,1600)	scaffold_103	1350	501	0.037350
(1141,1640)(1200,1699)(1200,1700)	scaffold_103	1450	501	0.040945
(1241,1740)(1300,1799)(1300,1800)	scaffold_103	1550	501	0.040484
(1341,1840)(1400,1899)(1400,1900)	scaffold_103	1650	501	0.041032
(1441,1940)(1500,1999)(1500,2000)	scaffold_103	1750	501	0.042892
(1541,2040)(1600,2099)(1600,2100)	scaffold_103	1850	501	0.041787
(1641,2140)(1700,2199)(1700,2200)	scaffold_103	1950	501	0.039890
(1741,2240)(1800,2299)(1800,2300)	scaffold_103	2050	501	0.041587
(1841,2340)(1900,2399)(1900,2400)	scaffold_103	2150	501	0.043236
(1941,2440)(2000,2499)(2000,2500)	scaffold_103	2250	501	0.043861
(2041,2540)(2100,2599)(2100,2600)	scaffold_103	2350	501	0.045953
(2141,2640)(2200,2699)(2200,2700)	scaffold_103	2450	501	0.045518
(2241,2740)(2300,2799)(2300,2800)	scaffold_103	2550	501	0.044044
(2341,2840)(2400,2899)(2400,2900)	scaffold_103	2650	501	0.042660
(2441,2940)(2500,2999)(2500,3000)	scaffold_103	2750	501	0.041203
(2541,3040)(2600,3099)(2600,3100)	scaffold_103	2850	501	0.037389
(2641,3140)(2700,3199)(2700,3200)	scaffold_103	2950	501	0.036891
(2741,3240)(2800,3299)(2800,3300)	scaffold_103	3050	501	0.039142
(2841,3340)(2900,3399)(2900,3400)	scaffold_103	3150	501	0.040299
(2941,3440)(3000,3499)(3000,3500)	scaffold_103	3250	501	0.038620
(3041,3540)(3100,3599)(3100,3600)	scaffold_103	3350	501	0.039636
(3141,3640)(3200,3699)(3200,3700)	scaffold_103	3450	501	0.041816
(3241,3740)(3300,3799)(3300,3800)	scaffold_103	3550	501	0.039814
(3341,3840)(3400,3899)(3400,3900)	scaffold_103	3650	501	0.039326
(3441,3940)(3500,3999)(3500,4000)	scaffold_103	3750	501	0.039198
(3541,4040)(3600,4099)(3600,4100)	scaffold_103	3850	501	0.041347
(3641,4140)(3700,4199)(3700,4200)	scaffold_103	3950	501	0.040787
(3741,4240)(3800,4299)(3800,4300)	scaffold_103	4050	501	0.040896
(3841,4340)(3900,4399)(3900,4400)	scaffold_103	4150	501	0.041448
(3941,4360)(4000,4419)(4000,4500)	scaffold_103	4250	421	0.042317
(4041,4397)(4100,4599)(4100,4600)	scaffold_103	4350	358	0.042734
(4141,4497)(4200,4699)(4200,4700)	scaffold_103	4450	358	0.039504
(4241,4597)(4300,4799)(4300,4800)	scaffold_103	4550	358	0.041104
(4341,4697)(4400,4899)(4400,4900)	scaffold_103	4650	358	0.037341
(4361,4797)(4563,4999)(4500,5000)	scaffold_103	4750	438	0.037770
(4398,4897)(4600,5099)(4600,5100)	scaffold_103	4850	501	0.038236
(4498,4997)(4700,5199)(4700,5200)	scaffold_103	4950	501	0.039917
(4598,5097)(4800,5299)(4800,5300)	scaffold_103	5050	501	0.038196
(4698,5197)(4900,5399)(4900,5400)	scaffold_103	5150	501	0.039169
(4798,5297)(5000,5499)(5000,5500)	scaffold_103	5250	501	0.040497
(4898,5397)(5100,5599)(5100,5600)	scaffold_103	5350	501	0.037194
(4998,5497)(5200,5699)(5200,5700)	scaffold_103	5450	501	0.036042
(5098,5597)(5300,5799)(5300,5800)	scaffold_103	5550	501	0.035778
(5198,5697)(5400,5899)(5400,5900)	scaffold_103	5650	501	0.036581
(5298,5797)(5500,5999)(5500,6000)	scaffold_103	5750	501	0.033766
(5398,5897)(5600,6099)(5600,6100)	scaffold_103	5850	501	0.037851
(5498,5997)(5700,6199)(5700,6200)	scaffold_103	5950	501	0.037138
(5598,6097)(5800,6299)(5800,6300)	scaffold_103	6050	501	0.036000
(5698,6197)(5900,6399)(5900,6400)	scaffold_103	6150	501	0.033724
(5798,6297)(6000,6499)(6000,6500)	scaffold_103	6250	501	0.033589
(5898,6397)(6100,6599)(6100,6600)	scaffold_103	6350	501	0.032202
(5998,6497)(6200,6699)(6200,6700)	scaffold_103	6450	501	0.033865
(6098,6597)(6300,6799)(6300,6800)	scaffold_103	6550	501	0.036463
(6198,6697)(6400,6899)(6400,6900)	scaffold_103	6650	501	0.039434
(6298,6797)(6500,6999)(6500,7000)	scaffold_103	6750	501	0.038763
(6398,6897)(6600,7099)(6600,7100)	scaffold_103	6850	501	0.039035
(6498,6997)(6700,7199)(6700,7200)	scaffold_103	6950	501	0.039104
(6598,7097)(6800,7299)(6800,7300)	scaffold_103	7050	501	0.040086
(6698,7197)(6900,7399)(6900,7400)	scaffold_103	7150	501	0.038762
(6798,7297)(7000,7499)(7000,7500)	scaffold_103	7250	501	0.041241
(6898,7397)(7100,7599)(7100,7600)	scaffold_103	7350	501	0.043027
(6998,7497)(7200,7699)(7200,7700)	scaffold_103	7450	501	0.041697
(7098,7597)(7300,7799)(7300,7800)	scaffold_103	7550	501	0.040417
(7198,7697)(7400,7899)(7400,7900)	scaffold_103	7650	501	0.041128
(7298,7797)(7500,7999)(7500,8000)	scaffold_103	7750	501	0.040537
(7398,7897)(7600,8099)(7600,8100)	scaffold_103	7850	501	0.038046
(7498,7997)(7700,8199)(7700,8200)	scaffold_103	7950	501	0.040492
(7598,8097)(7800,8299)(7800,8300)	scaffold_103	8050	501	0.041440
(7698,8197)(7900,8399)(7900,8400)	scaffold_103	8150	501	0.042409
(7798,8297)(8000,8499)(8000,8500)	scaffold_103	8250	501	0.043237
(7898,8397)(8100,8599)(8100,8600)	scaffold_103	8350	501	0.046996
